,Tm
13397,WP_066614250.1
13398,WP_035884282.1
13399,WP_215528550.1
13400,WP_005671930.1
13401,RKW45742.1
13402,WP_261667516.1
13403,WP_281914865.1
13404,WP_053822521.1
13405,WP_252253432.1
13406,WP_153947249.1
13407,WP_092601365.1
13408,RPH45644.1
13409,NCN71057.1
13410,WP_261661415.1
13411,WP_092143413.1
13412,SPE20089.1
13413,RIK96084.1
13414,WP_150082139.1
13415,WP_156863578.1
13416,WP_149316619.1
13417,WP_008645603.1
13418,WP_183966155.1
13419,WP_208580105.1
13420,WP_204742592.1
13421,WP_009515189.1
13422,WP_116957150.1
13423,WP_238511119.1
13424,WP_174104590.1
13425,WP_130392932.1
13426,WP_291144971.1
13427,WP_224010611.1
13428,WP_238261802.1
13429,WP_287915257.1
13430,WP_288253834.1
13431,WP_065061592.1
13432,WP_116601239.1
13433,KAF7961312.1
13434,WP_281789969.1
13435,WP_287469552.1
13436,WP_070400076.1
13437,WP_281770722.1
13438,WP_272526958.1
13439,WP_124221812.1
13440,MBF1248023.1
13441,WP_141509252.1
13442,WP_297745934.1
13443,MCL4183433.1
13444,MCZ7561101.1
13445,MCL4774774.1
13446,KAA0212132.1
13447,PHS33385.1
13448,MCD5411074.1
13449,MBP7072154.1
13450,KAF0812541.1
13451,NLK34254.1
13452,WP_046113964.1
13453,WP_257802037.1
13454,WP_054492731.1
13455,RME09721.1
13456,WP_138857449.1
13457,WP_198111362.1
13458,WP_043349597.1
13459,WP_150986875.1
13460,WP_101680677.1
13461,RLA90731.1
13462,WP_071617913.1
13463,WP_066289179.1
13464,WP_126405877.1
13465,WP_136829328.1
13466,WP_117322684.1
13467,WP_286893049.1
13468,WP_221844254.1
13469,WP_100330880.1
13470,WP_281887700.1
13471,WP_101633110.1
13472,WP_117328482.1
13473,WP_201713763.1
13474,WP_144973690.1
13475,WP_077615052.1
13476,WP_048623139.1
13477,WP_003354544.1
13478,MBE3570589.1
13479,WP_090850346.1
13480,MCK6619825.1
13481,HJA37045.1
13482,RMH60516.1
13483,WP_163193992.1
13484,MDK0898838.1
13485,WP_283705219.1
13486,EIF2806998.1
13487,MDK0787311.1
13488,WP_110034738.1
13489,MDK0839481.1
13490,EGT3599884.1
13491,WP_221346982.1
13492,EJT5934163.1
13493,WP_208375106.1
13494,MDK0675447.1
13495,WP_228572282.1
13496,PWX26507.1
13497,WP_300258254.1
13498,MDK0697191.1
13499,WP_003458601.1
13500,WP_164789774.1
13501,WP_224375118.1
13502,HAT4340481.1
13503,WP_257261978.1
13504,WP_011592149.1
13505,WP_111916780.1
13506,WP_115639478.1
13507,WP_115651123.1
13508,WP_283698720.1
13509,WP_142710664.1
13510,WP_003477766.1
13511,WP_150540912.1
13512,MDK0933027.1
13513,MDK0616998.1
13514,WP_025647755.1
13515,WP_115649829.1
13516,WP_142420234.1
13517,HAT4365024.1
13518,WP_283719084.1
13519,WP_060670348.1
13520,MDK0795249.1
13521,EGS5728168.1
13522,WP_265917921.1
13523,WP_280557943.1
13524,WP_060796278.1
13525,MDM0980300.1
13526,WP_061427842.1
13527,WP_164791366.1
13528,MDK0979804.1
13529,WP_003472224.1
13530,WP_131442163.1
13531,MDK0910589.1
13532,WP_221372650.1
13533,BDA29659.1
13534,WP_110071276.1
13535,MDK0540586.1
13536,HAT4246269.1
13537,WP_096515955.1
13538,WP_240298157.1
13539,EGT5618501.1
13540,MDK0916492.1
13541,WP_124041816.1
13542,HAT4119489.1
13543,WP_195934879.1
13544,WP_198634226.1
13545,WP_224378003.1
13546,WP_003448873.1
13547,WP_049039449.1
13548,WP_164786318.1
13549,WP_003470369.1
13550,WP_198603523.1
13551,EGT3615654.1
13552,MDK0762432.1
13553,WP_300348985.1
13554,MDK0558179.1
13555,WP_270898040.1
13556,WP_239540819.1
13557,WP_137742822.1
13558,PAE21356.1
13559,WP_301164488.1
13560,WP_066323712.1
13561,WP_183183039.1
13562,WP_091005393.1
13563,WP_283894656.1
13564,WP_061969373.1
13565,WP_062231705.1
13566,WP_053354524.1
13567,WP_256225746.1
13568,WP_094250847.1
13569,WP_043904085.1
13570,WP_248252558.1
13571,EID43272.1
13572,WP_175243397.1
13573,WP_031410459.1
13574,WP_042381381.1
13575,WP_166908293.1
13576,WP_188495500.1
13577,WP_031515305.1
13578,MTI79844.1
13579,WP_017437118.1
13580,REK55008.1
13581,WP_035502223.1
13582,WP_090948053.1
13583,WP_013401277.1
13584,MCX6014716.1
13585,MBS3977809.1
13586,WP_296730287.1
13587,WP_027408167.1
13588,WP_011460500.1
13589,WP_144678410.1
13590,WP_097014107.1
13591,WP_216397793.1
13592,MCE2851925.1
13593,WP_005813414.1
13594,WP_125558862.1
13595,WP_091688324.1
13596,MBM4412718.1
13597,AAN87388.1
13598,MDA8229245.1
13599,MDE2952151.1
13600,MCY3780618.1
13601,MCY4062902.1
13602,MCS6836073.1
13603,MCL0062629.1
13604,MCL0067798.1
13605,WP_045169758.1
13606,WP_191140108.1
13607,WP_191141526.1
13608,WP_044642592.1
13609,WP_131847263.1
13610,WP_131926226.1
13611,WP_259435632.1
13612,KPC74909.1
13613,WP_154987534.1
13614,WP_106342706.1
13615,WP_102992800.1
13616,WP_132222237.1
13617,WP_093290339.1
13618,WP_072330261.1
13619,WP_079495072.1
13620,MDK2919305.1
13621,MCT4565037.1
13622,WP_249323858.1
13623,NLY46080.1
13624,MBU4310756.1
13625,MDH7499670.1
13626,HHP50738.1
13627,KUK13016.1
13628,WP_173298945.1
13629,WP_115939246.1
13630,MDF2869056.1
13631,WP_073275322.1
13632,WP_073590031.1
13633,MBI5180472.1
13634,MBI5181902.1
13635,WP_011917133.1
13636,WP_039763596.1
13637,WP_013411925.1
13638,WP_127352075.1
13639,WP_045165828.1
13640,WP_045174620.1
13641,WP_013403459.1
13642,WP_015907655.1
13643,WP_207178124.1
13644,WP_013290664.1
13645,WP_029229226.1
13646,WP_013432451.1
13647,WP_186875959.1
13648,MBS5385785.1
13649,HJB16991.1
13650,HIW49468.1
13651,WP_144854312.1
13652,WP_209773709.1
13653,MBM3706572.1
13654,MDB4896928.1
13655,MBO9129112.1
13656,WP_247739101.1
13657,MCL6625242.1
13658,WP_066646641.1
13659,MDA8203770.1
13660,WP_211647171.1
13661,HBT16990.1
13662,WP_009002791.1
13663,HBG17395.1
13664,MDA8315136.1
13665,HBK69778.1
13666,WP_198064912.1
13667,MDK2798483.1
13668,WP_282865391.1
13669,HBF39715.1
13670,HBE77203.1
13671,MDC7287743.1
13672,WP_100397973.1
13673,MDD3137936.1
13674,WP_198543749.1
13675,HBK69779.1
13676,WP_072852316.1
13677,WP_154257469.1
13678,WP_217936395.1
13679,WP_066627666.1
13680,WP_067936551.1
13681,WP_067928667.1
13682,WP_109207166.1
13683,WP_065548015.1
13684,WP_003523178.1
13685,MCD7870644.1
13686,WP_022202722.1
13687,WP_173876911.1
13688,WP_196024722.1
13689,WP_002565199.1
13690,ASN96752.1
13691,WP_165204702.1
13692,WP_025774737.1
13693,WP_084663906.1
13694,MCD7992504.1
13695,WP_071554411.1
13696,WP_062408814.1
13697,WP_002572240.1
13698,WP_227177738.1
13699,MBT9829561.1
13700,WP_011392772.1
13701,MDB4868374.1
13702,WP_282198718.1
13703,WP_081976267.1
13704,GAF27033.1
13705,UOF92743.1
13706,WP_251455982.1
13707,WP_155928756.1
13708,WP_042404482.1
13709,WP_085524471.1
13710,MBW3217055.1
13711,WP_059104346.1
13712,WP_213099219.1
13713,WP_127489214.1
13714,WP_125555619.1
13715,WP_110929508.1
13716,WP_251192319.1
13717,WP_155641193.1
13718,WP_017728777.1
13719,WP_221835526.1
13720,WP_156316293.1
13721,WP_235761736.1
13722,PAL04644.1
13723,WP_018924882.1
13724,WP_156774315.1
13725,WP_152604348.1
13726,KHD84499.1
13727,ANX13950.1
13728,WP_226672078.1
13729,WP_224942359.1
13730,WP_275282860.1
13731,WP_282989997.1
13732,WP_256237218.1
13733,WP_188633419.1
13734,WP_068447874.1
13735,WP_235248359.1
13736,WP_283892086.1
13737,WP_289483734.1
13738,WP_144461986.1
13739,WP_018708236.1
13740,WP_188725580.1
13741,WP_222643063.1
13742,MCT6916054.1
13743,CJA39031.1
13744,EEK88437.1
13745,WP_079998263.1
13746,WP_098404782.1
13747,TKI95346.1
13748,WP_246853641.1
13749,WP_103577663.1
13750,MBT3982770.1
13751,MBR6704829.1
13752,NLT06475.1
13753,MBQ5953567.1
13754,MBQ6292343.1
13755,MCH8844252.1
13756,WP_042778832.1
13757,WP_040962225.1
13758,MBQ1315943.1
13759,MBP5295620.1
13760,WP_073031382.1
13761,WP_229246454.1
13762,WP_213238211.1
13763,WP_099625251.1
13764,WP_099636314.1
13765,WP_099673533.1
13766,WP_233538982.1
13767,QHJ71253.1
13768,WP_099692854.1
13769,WP_085426242.1
13770,WP_099674735.1
13771,WP_230503446.1
13772,WP_199173108.1
13773,WP_251671970.1
13774,WP_099695640.1
13775,WP_099677091.1
13776,WP_153721147.1
13777,MCD8510603.1
13778,WP_078818001.1
13779,WP_099633410.1
13780,WP_301109998.1
13781,WP_099690873.1
13782,WP_099628869.1
13783,WP_085130786.1
13784,WP_099627575.1
13785,WP_095142094.1
13786,WP_026673404.1
13787,WP_083031186.1
13788,WP_029053852.1
13789,WP_099671045.1
13790,WP_251250080.1
13791,WP_243531378.1
13792,WP_099637811.1
13793,WP_042357001.1
13794,PID04297.1
13795,WP_212922170.1
13796,WP_084235679.1
13797,BCU66996.1
13798,WP_131895804.1
13799,MBR4864922.1
13800,MCE5344247.1
13801,WP_161836433.1
13802,HBH11705.1
13803,NLY48519.1
13804,HHT88685.1
13805,WP_187536185.1
13806,WP_093988338.1
13807,EFC98431.1
13808,WP_167594019.1
13809,TAH71127.1
13810,MCD7968195.1
13811,HHC08617.1
13812,MCX5910147.1
13813,WP_009990939.1
13814,WP_014513017.1
13815,MDG6939362.1
13816,WP_218266783.1
13817,WP_012953188.1
13818,WP_168064904.1
13819,WP_156014202.1
13820,PSN83371.1
13821,WP_048098523.1
13822,SDH76371.1
13823,KPY36191.1
13824,CZT29739.1
13825,RMM38155.1
13826,WP_264371154.1
13827,EPM65362.1
13828,EKG42033.1
13829,AKF52093.1
13830,RMS22443.1
13831,ELQ11790.1
13832,WP_134632112.1
13833,WP_134483781.1
13834,GGH89029.1
13835,PZR33428.1
13836,WP_136310381.1
13837,WP_237504968.1
13838,MBH4272113.1
13839,WP_134295330.1
13840,MCO2144773.1
13841,CDH79269.1
13842,CDH72973.1
13843,SAJ29870.1
13844,SST10527.1
13845,CEI16630.1
13846,WP_244813573.1
13847,WP_250492340.1
13848,BBP96126.1
13849,WP_061160647.1
13850,WP_086966907.1
13851,WP_106858055.1
13852,WP_213228236.1
13853,SAL62645.1
13854,WP_061134786.1
13855,WP_199030725.1
13856,WP_104654563.1
13857,WP_048933658.1
13858,WP_021192904.1
13859,WP_064808936.1
13860,WP_169339025.1
13861,WP_039600805.1
13862,WP_232039990.1
13863,WP_260772807.1
13864,WP_112188493.1
13865,WP_260800402.1
13866,WP_253535202.1
13867,WP_260781142.1
13868,WP_024978346.1
13869,WP_092972258.1
13870,WP_252694521.1
13871,WP_260801362.1
13872,WP_154205640.1
13873,WP_124380570.1
13874,MBN6208199.1
13875,WP_027679373.1
13876,WP_167236426.1
13877,WP_254335854.1
13878,WP_069267893.1
13879,WP_158758033.1
13880,WP_110384609.1
13881,WP_028204787.1
13882,WP_112174762.1
13883,WP_028212142.1
13884,WP_201696725.1
13885,WP_187056791.1
13886,WP_028230761.1
13887,WP_125471708.1
13888,WP_069243952.1
13889,WP_188694620.1
13890,MBO9650169.1
13891,WP_059478472.1
13892,WP_184524560.1
13893,MCZ8255145.1
13894,WP_203141854.1
13895,WP_092131389.1
13896,WP_194796798.1
13897,WP_063551604.1
13898,UUZ62335.1
13899,WP_060104685.1
13900,HDR9802102.1
13901,WP_059774300.1
13902,WP_228909814.1
13903,UUZ77626.1
13904,WP_006754889.1
13905,WP_166252120.1
13906,WP_176045272.1
13907,WP_060300395.1
13908,WP_175717099.1
13909,WP_124519537.1
13910,WP_175763479.1
13911,WP_059689994.1
13912,WP_165753030.1
13913,WP_059847605.1
13914,WP_175798193.1
13915,WP_093164577.1
13916,WP_059819009.1
13917,WP_212061604.1
13918,WP_301845329.1
13919,WP_124900735.1
13920,WP_126686132.1
13921,WP_059599315.1
13922,WP_175902728.1
13923,WP_175736404.1
13924,WP_069274490.1
13925,WP_059450205.1
13926,ABI89250.1
13927,WP_229050863.1
13928,WP_175745182.1
13929,WP_241289883.1
13930,WP_282510163.1
13931,WP_175729237.1
13932,WP_167059487.1
13933,WP_151067267.1
13934,WP_229063743.1
13935,WP_057929816.1
13936,WP_175667720.1
13937,WP_267226211.1
13938,WP_069705353.1
13939,WP_105785158.1
13940,WP_124834171.1
13941,WP_175921252.1
13942,WP_034191684.1
13943,HDR9584202.1
13944,WP_124826096.1
13945,WP_124660137.1
13946,WP_226155341.1
13947,WP_269017133.1
13948,WP_121857912.1
13949,WP_257772517.1
13950,WP_175702396.1
13951,WP_124665847.1
13952,WP_258283655.1
13953,WP_034204924.1
13954,WP_105832789.1
13955,MCX7072298.1
13956,WP_006758276.1
13957,WP_262544485.1
13958,WP_138848788.1
13959,WP_284894019.1
13960,WP_175654856.1
13961,WP_175674056.1
13962,WP_278642576.1
13963,WP_047903397.1
13964,WP_247426473.1
13965,WP_212117199.1
13966,HDR9808706.1
13967,WP_060164951.1
13968,WP_060282675.1
13969,WP_059831668.1
13970,WP_124502550.1
13971,WP_124498041.1
13972,WP_222155325.1
13973,WP_027782925.1
13974,WP_031396695.1
13975,WP_069259806.1
13976,WP_194931815.1
13977,WP_124483492.1
13978,WP_059957114.1
13979,WP_059546792.1
13980,WP_047850069.1
13981,WP_288043472.1
13982,WP_088955516.1
13983,WP_301851792.1
13984,WP_090352091.1
13985,WP_226253262.1
13986,WP_174932504.1
13987,WP_059672079.1
13988,WP_282827428.1
13989,WP_124674722.1
13990,WP_089470567.1
13991,WP_059880499.1
13992,WP_060011344.1
13993,WP_069616468.1
13994,WP_224043792.1
13995,WP_124611589.1
13996,WP_059574532.1
13997,WP_069271304.1
13998,WP_205786764.1
13999,WP_085037958.1
14000,WP_175917915.1
14001,WP_105132969.1
14002,WP_059785033.1
14003,WP_272546389.1
14004,WP_089453065.1
14005,WP_174382811.1
14006,WP_059822799.1
14007,WP_059666666.1
14008,WP_124638095.1
14009,WP_124679535.1
14010,WP_301800341.1
14011,WP_079521884.1
14012,WP_175841441.1
14013,WP_226106547.1
14014,WP_069251464.1
14015,WP_124587678.1
14016,WP_175891828.1
14017,WP_124698557.1
14018,WP_226194738.1
14019,WP_124447826.1
14020,WP_226242442.1
14021,WP_275923634.1
14022,WP_059494318.1
14023,WP_089502354.1
14024,WP_059852904.1
14025,WP_131948364.1
14026,WP_060326951.1
14027,WP_124461158.1
14028,WP_175685481.1
14029,WP_175942110.1
14030,WP_175850464.1
14031,WP_152857189.1
14032,WP_060112048.1
14033,WP_060290417.1
14034,WP_014899503.1
14035,WP_263345147.1
14036,WP_045564875.1
14037,WP_301766511.1
14038,WP_226274614.1
14039,WP_124466137.1
14040,WP_107311677.1
14041,WP_243566435.1
14042,WP_175017728.1
14043,WP_059490996.1
14044,WP_060314946.1
14045,WP_175959025.1
14046,WP_241338643.1
14047,WP_059538757.1
14048,WP_059924352.1
14049,WP_174417987.1
14050,WP_175786170.1
14051,WP_059626759.1
14052,WP_060038063.1
14053,WP_060140792.1
14054,WP_059969899.1
14055,WP_039356765.1
14056,WP_226222228.1
14057,WP_059636665.1
14058,WP_027791472.1
14059,WP_099317396.1
14060,WP_124859104.1
14061,WP_060093855.1
14062,WP_060044941.1
14063,WP_060167311.1
14064,WP_111018145.1
14065,WP_060372062.1
14066,WP_284330715.1
14067,WP_059478045.1
14068,WP_059732738.1
14069,WP_060220516.1
14070,WP_124650302.1
14071,WP_212168727.1
14072,WP_089427602.1
14073,WP_023477551.1
14074,WP_060125552.1
14075,WP_021159252.1
14076,WP_043693926.1
14077,WP_176113260.1
14078,WP_175013024.1
14079,WP_041493590.1
14080,WP_059639401.1
14081,WP_060055866.1
14082,WP_301737878.1
14083,WP_166952959.1
14084,WP_166894383.1
14085,MBV8657556.1
14086,WP_124554207.1
14087,MBZ5789038.1
14088,WP_059911754.1
14089,WP_212260907.1
14090,WP_089442587.1
14091,WP_124917782.1
14092,WP_059910853.1
14093,WP_212058490.1
14094,WP_301797254.1
14095,WP_175823144.1
14096,WP_089492814.1
14097,WP_077186738.1
14098,WP_174935482.1
14099,WP_226159589.1
14100,WP_059530644.1
14101,WP_272543184.1
14102,WP_209925279.1
14103,WP_175928383.1
14104,WP_059786388.1
14105,HDR9053349.1
14106,WP_059846311.1
14107,WP_060352140.1
14108,MBN3821229.1
14109,WP_080322728.1
14110,WP_124593320.1
14111,WP_043183566.1
14112,WP_059973090.1
14113,WP_054928367.1
14114,WP_282295795.1
14115,WP_060101547.1
14116,WP_301818787.1
14117,WP_050010954.1
14118,WP_060358986.1
14119,WP_060311018.1
14120,WP_071749697.1
14121,WP_060968523.1
14122,WP_059890950.1
14123,WP_059883665.1
14124,WP_089489745.1
14125,WP_175968381.1
14126,WP_060153724.1
14127,WP_114180055.1
14128,WP_012338255.1
14129,WP_060031626.1
14130,WP_212047919.1
14131,WP_060027886.1
14132,WP_174956369.1
14133,WP_059561067.1
14134,WP_059628746.1
14135,WP_184098441.1
14136,WP_059613921.1
14137,WP_226213143.1
14138,WP_064122665.1
14139,WP_059948115.1
14140,WP_175870386.1
14141,WP_209932786.1
14142,WP_059808887.1
14143,WP_124577794.1
14144,WP_202754465.1
14145,WP_059588594.1
14146,WP_174430092.1
14147,EAY65006.1
14148,WP_226203511.1
14149,WP_226289079.1
14150,WP_193100643.1
14151,WP_034174824.1
14152,WP_059807857.1
14153,WP_027805764.1
14154,WP_126366448.1
14155,WP_059613281.1
14156,WP_122949505.1
14157,HDR9127654.1
14158,WP_053524706.1
14159,WP_077219172.1
14160,WP_060364494.1
14161,WP_059830317.1
14162,WP_175806492.1
14163,WP_048985538.1
14164,AOJ18886.1
14165,WP_059989783.1
14166,WP_059996324.1
14167,WP_226209736.1
14168,WP_060274619.1
14169,WP_048245369.1
14170,WP_006481722.1
14171,WP_060212323.1
14172,WP_301744281.1
14173,HDR9205650.1
14174,WP_212185382.1
14175,WP_045831456.1
14176,WP_089458110.1
14177,WP_046427367.1
14178,WP_071754271.1
14179,WP_011547810.1
14180,WP_174390736.1
14181,QWT21373.1
14182,WP_175883123.1
14183,WP_175976127.1
14184,WP_059567798.1
14185,WP_132019338.1
14186,WP_049622735.1
14187,WP_201313426.1
14188,WP_269501511.1
14189,SDR41673.1
14190,WP_128841227.1
14191,WP_124547632.1
14192,WP_200159608.1
14193,WP_042587783.1
14194,AFJ88741.1
14195,WP_060233071.1
14196,WP_206139278.1
14197,WP_041494144.1
14198,WP_036134402.1
14199,WP_078041501.1
14200,WP_110418493.1
14201,WP_175779424.1
14202,WP_027811207.1
14203,WP_060258034.1
14204,WP_059668336.1
14205,WP_043292207.1
14206,WP_175680979.1
14207,WP_212041288.1
14208,WP_059734484.1
14209,WP_108758938.1
14210,WP_124506231.1
14211,WP_013394252.1
14212,WP_160926901.1
14213,WP_268077620.1
14214,WP_017329597.1
14215,WP_124620304.1
14216,MCS6765481.1
14217,WP_060044464.1
14218,WP_034193500.1
14219,WP_054456432.1
14220,WP_088140930.1
14221,WP_286667002.1
14222,WP_238914296.1
14223,WP_286615024.1
14224,WP_287753242.1
14225,WP_279994176.1
14226,WP_112965676.1
14227,WP_173147834.1
14228,WP_286571251.1
14229,WP_056881256.1
14230,WP_295517897.1
14231,WP_055944932.1
14232,WP_204636472.1
14233,WP_093299246.1
14234,WP_050446648.1
14235,WP_266157890.1
14236,WP_259246773.1
14237,WP_129246277.1
14238,WP_061303220.1
14239,MBS0583947.1
14240,WP_137337494.1
14241,WP_164794922.1
14242,WP_176088794.1
14243,WP_093490861.1
14244,WP_175128806.1
14245,WP_287142999.1
14246,WP_063962375.1
14247,WP_006219879.1
14248,WP_114826213.1
14249,WP_017919399.1
14250,WP_186104269.1
14251,WP_111983249.1
14252,WP_186169110.1
14253,WP_186269733.1
14254,WP_175172527.1
14255,WP_042797101.1
14256,WP_299636739.1
14257,WP_192107182.1
14258,MBI2276952.1
14259,WP_200117764.1
14260,WP_123036041.1
14261,WP_270176965.1
14262,WP_105849624.1
14263,WP_186266714.1
14264,WP_013699380.1
14265,WP_186133825.1
14266,WP_140653297.1
14267,WP_214571674.1
14268,WP_046807491.1
14269,WP_160639363.1
14270,WP_047837000.1
14271,WP_186042024.1
14272,WP_060002619.1
14273,WP_145756279.1
14274,WP_036049191.1
14275,WP_219992369.1
14276,WP_098181576.1
14277,WP_186086849.1
14278,WP_186023563.1
14279,WP_168648532.1
14280,WP_186205390.1
14281,WP_186110961.1
14282,WP_210132991.1
14283,WP_130618903.1
14284,WP_277790945.1
14285,WP_025101722.1
14286,WP_096750195.1
14287,WP_167255989.1
14288,AHX13109.1
14289,WP_095362483.1
14290,MCK7507813.1
14291,WP_192200815.1
14292,WP_068848294.1
14293,WP_104143799.1
14294,WP_036036153.1
14295,WP_046577555.1
14296,WP_167234161.1
14297,WP_093535231.1
14298,WP_282244579.1
14299,MBO9651486.1
14300,WP_280152054.1
14301,RZL11458.1
14302,HIV70841.1
14303,WP_125243401.1
14304,WP_105556751.1
14305,WP_169272892.1
14306,WP_249833466.1
14307,MDF2816614.1
14308,WP_198251112.1
14309,WP_187712208.1
14310,WP_183013464.1
14311,HCW17530.1
14312,WP_200608229.1
14313,WP_175169114.1
14314,WP_286556925.1
14315,MBA3928030.1
14316,WP_056389334.1
14317,WP_164271884.1
14318,WP_192312453.1
14319,WP_266181838.1
14320,RAN77289.1
14321,WP_266170515.1
14322,WP_095419035.1
14323,MBL8257780.1
14324,WP_171915901.1
14325,WP_266149339.1
14326,WP_246795975.1
14327,WP_088587181.1
14328,WP_167043319.1
14329,WP_102944293.1
14330,WP_134167036.1
14331,WP_230510602.1
14332,WP_167283212.1
14333,WP_011489038.1
14334,WP_090544896.1
14335,WP_205991033.1
14336,WP_134045820.1
14337,MBB5496328.1
14338,WP_184044482.1
14339,WP_075301455.1
14340,WP_039016416.1
14341,WP_175161012.1
14342,WP_244744360.1
14343,WP_102630723.1
14344,WP_201140840.1
14345,WP_144146051.1
14346,MBB5459517.1
14347,WP_201108796.1
14348,WP_184030020.1
14349,WP_168794563.1
14350,WP_134455582.1
14351,MBB5424451.1
14352,MBB5415858.1
14353,WP_152852111.1
14354,WP_028219781.1
14355,ORC48932.1
14356,WP_201069722.1
14357,WP_106309284.1
14358,WP_211610057.1
14359,WP_064270023.1
14360,WP_121317235.1
14361,NKJ50271.1
14362,WP_114162188.1
14363,WP_012433624.1
14364,WP_132373792.1
14365,WP_120290871.1
14366,WP_176135897.1
14367,WP_094781356.1
14368,WP_007181222.1
14369,WP_018432171.1
14370,WP_013089230.1
14371,WP_201643198.1
14372,WP_074764515.1
14373,WP_073427515.1
14374,WP_175149315.1
14375,WP_116140073.1
14376,WP_116117739.1
14377,WP_042322518.1
14378,WP_106279370.1
14379,WP_121307562.1
14380,WP_134137861.1
14381,WP_149668125.1
14382,WP_114132595.1
14383,WP_134758833.1
14384,WP_011617463.1
14385,WP_010810243.1
14386,WP_133199681.1
14387,WP_035818805.1
14388,WP_013953357.1
14389,RWA54062.1
14390,WP_211950295.1
14391,WP_276101408.1
14392,WP_213303793.1
14393,WP_035529763.1
14394,WP_295490821.1
14395,WP_175197255.1
14396,WP_296229006.1
14397,WP_147218552.1
14398,WP_004627865.1
14399,WP_024974573.1
14400,WP_102065921.1
14401,KJK05055.1
14402,WP_178961752.1
14403,ABO57791.1
14404,WP_065854656.1
14405,MBU0602505.1
14406,MCW1937859.1
14407,WP_204680631.1
14408,WP_252681413.1
14409,WP_229708728.1
14410,MBV8658517.1
14411,MBV8465338.1
14412,WP_233830989.1
14413,WP_158950553.1
14414,WP_074551876.1
14415,WP_092942855.1
14416,MBN8740887.1
14417,WP_129450358.1
14418,WP_036236038.1
14419,WP_239946180.1
14420,WP_102301808.1
14421,WP_090450467.1
14422,WP_099654862.1
14423,WP_057282891.1
14424,WP_141284449.1
14425,WP_253855400.1
14426,WP_180098617.1
14427,WP_280000767.1
14428,WP_226846060.1
14429,WP_280022692.1
14430,WP_262760939.1
14431,HAP26594.1
14432,WP_271265149.1
14433,WP_056318256.1
14434,WP_063951872.1
14435,WP_008167392.1
14436,WP_175155614.1
14437,WP_062840979.1
14438,WP_171663651.1
14439,WP_280017664.1
14440,WP_142054968.1
14441,WP_056561814.1
14442,WP_239212658.1
14443,WP_175136295.1
14444,WP_175183661.1
14445,WP_175121266.1
14446,WP_105239210.1
14447,WP_291385704.1
14448,WP_279971138.1
14449,WP_054421501.1
